ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Longitude,Latitude,SEIFA,NumberOfApprovedPlaces,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Annual Monday Start Time,Annual Monday End Time,Meal Provision
SE-40004986,PR-40002135,Nerang Early Learning Centre,St Charbel Holdings Pty Ltd,12 Riverview Road,NERANG,QLD,4211,153.3411651,-27.9924276,7,67,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,May-17,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,6:30,18:30,Yes
SE-40005063,PR-40002909,Natural Wonders Early Learning,Natural Wonders Early Learning Pty Ltd,171 Frenchville Rd,FRENCHVILLE,QLD,4701,150.5386782,-23.34114,4,96,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40005066,PR-00000823,Guardian Childcare & Education Milton,Guardian Community Early Learning Centres Pty Ltd,44 Munro St,AUCHENFLOWER,QLD,4066,152.9931488,-27.4731011,10,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-17,,,,,,,,,,Yes,No,Yes,No,No,No,7:00,18:00,Yes
SE-40005275,PR-00000823,Guardian Childcare & Education Underwood,Guardian Community Early Learning Centres Pty Ltd,"Shop 2A Underwood Homemaker HQ, 11-21 Kingston Road",UNDERWOOD,QLD,4119,153.1099654,-27.609479,9,103,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-21,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Mar-17,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40005316,PR-40000742,Benowa Hills Early Learning Centre,Childcare Centres of Excellence Pty Ltd,38 Tambourah Dr,BENOWA,QLD,4217,153.385213,-27.999454,8,140,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Mar-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40005359,PR-00004699,Only About Children Ferny Hills,Only About Children Pty Ltd,127 Ferny Way,FERNY HILLS,QLD,4055,152.9389343,-27.4007729,10,90,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Oct-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40005385,PR-40005834,Bundall Education and Care Centre,Chenjen (Operations) Pty Ltd,92 Slatyer Ave,BUNDALL,QLD,4217,153.4046192,-27.9976814,8,45,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-17,,,,,,,,,,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-40005420,PR-40002928,Sparrow Early Learning Sandstone Point,Sparrow Group Qld Pty Ltd,53 Bestmann Road East,SANDSTONE POINT,QLD,4511,153.1369489,-27.0792213,4,83,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Aug-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40005422,PR-40003196,Hope Island Early Learning Sanctuary,HIC CHILDCARE CENTRE PTY LTD,340 Hope Island Road,HOPE ISLAND,QLD,4212,153.3341866,-27.8814079,9,102,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,May-19,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40005441,PR-40002520,My Cubby House Early Learning,My Cubby House Early Learning Pty. Ltd.,35 Nind St,SOUTHPORT,QLD,4215,153.4109311,-27.9644552,4,150,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Nov-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40005506,PR-00001014,Little Ducks Childcare Fortitude Valley,Little Ducks Childcare Wilston Pty Ltd,55 McLachlan St,FORTITUDE VALLEY,QLD,4006,153.036931,-27.4581644,10,99,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Nov-16,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:00,Yes
SE-40005510,PR-40005083,Creative Minds Early Learning Centre,Creative Minds ELC Pty Ltd,3 Barry Street,PIMPAMA,QLD,4209,153.2927389,-27.8199564,8,101,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Feb-19,,,,,,,,,,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-40005525,PR-40009672,Okinja Early Learning Centre and Kindergarten,Elite Nurture and Early Learning Centres Pty Ltd,43 - 45 Okinja Road,ALEXANDRA HEADLAND,QLD,4572,153.1020449,-26.6670007,9,147,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-19,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-17,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-40005528,PR-00000512,"Blackheath and Thornburgh College ""Little Bilbys""",Blackheath & Thornburgh College,"Blackheath and Thornburgh College, 55 King Street",CHARTERS TOWERS CITY,QLD,4820,146.257102,-20.070296,2,22,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-17,,,,,,,,,,No,Yes,No,No,No,No,,,No
SE-40005537,PR-40003008,Green Leaves Early Learning Oceanside,Green Leaves (QLD2) Early Learning Centres Pty Ltd,14 Shine Court,BIRTINYA,QLD,4575,153.116293,-26.7453971,8,90,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-19,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Mar-17,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40005542,PR-40002236,Petit Early Learning Journey Hamilton,Petit Early Learning Journey Pty Ltd,405 Macarthur Ave,HAMILTON,QLD,4007,153.0791993,-27.4401492,10,115,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-19,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Aug-17,Yes,No,Yes,Yes,Yes,Yes,6:30,18:30,Yes
SE-40005596,PR-40005532,Cooloola Christian College,Cooloola Christian College Limited,"Cooloola Christian College, 1 College Rd",GYMPIE,QLD,4570,152.6427468,-26.1982331,2,77,Working Towards NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Working Towards NQS,Apr-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40005612,PR-00000813,Kids Capers Childcare Northgate,Australian National Homes Pty Ltd ATF The Anh Trust,83 Oates Pde,NORTHGATE,QLD,4013,153.0786312,-27.3922457,9,125,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jun-17,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40005614,PR-40016788,Oak on Jellicoe,Story House Early Learning No 23 Pty Ltd,88 Jellicoe St,NORTH TOOWOOMBA,QLD,4350,151.9612421,-27.5471371,5,77,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-18,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Mar-17,Yes,No,Yes,No,No,No,6:00,18:00,Yes
SE-40005639,PR-00000881,Columba Catholic Kindergarten,Roman Catholic Trust Corporation for the Diocese of Townsville,68-70 Mary St,CHARTERS TOWERS CITY,QLD,4820,146.2622875,-20.0753346,2,56,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Nov-17,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,7:00,18:00,No
SE-40005668,PR-40005844,Learning Pathways Child Care Centre and Kindergarten,Newtown Properties (Qld) Pty Ltd as Trustee for Newtown Properties (Qld) Trust and Glak Pty Ltd as Trustee for Pridmore4 Family Trust,49a Wallace Street,NEWTOWN,QLD,4350,151.9350357,-27.5571497,5,101,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-18,Meeting NQS,Working Towards NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Sep-17,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40005706,PR-00004736,Guardian Childcare & Education Queen Street,Guardian Corporate Early Learning Centres Pty Ltd,480 Queen St,BRISBANE CITY,QLD,4000,153.03102,-27.464523,9,118,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-17,,,,,,,,,,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-40005726,PR-00006705,Little Sprouts Early Learning Centre Camp Flat Road,Kimcho Pty Ltd,138-174 Camp Flat Rd,BLI BLI,QLD,4560,153.0208127,-26.6039129,5,130,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-17,,,,,,,,,,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-40005737,PR-40024223,Fairfield Waters Early Learning,12th Edge Pty Ltd ATF 12th Edge Unit Trust,239 Lakeside Drive,IDALIA,QLD,4811,146.8161365,-19.2951499,7,130,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40005832,PR-00001224,Junior World,Childs World Management Pty Ltd,60-64 Robert Rd,BENTLEY PARK,QLD,4869,145.7368839,-17.0036611,4,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-19,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Apr-17,Yes,No,No,Yes,Yes,Yes,6:00,18:00,Yes
SE-40005906,PR-00000693,Jahjumbeen Kindergarten and Child Care Centre,The Uniting Church in Australia Property Trust (Q.),5 Grove St,TOOWONG,QLD,4066,152.9888845,-27.485749,10,38,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-17,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:30,Yes
SE-40005951,PR-40003578,Adeona Mitchelton,B Stafford Investments Pty Ltd as Trustee for Mitchelton Child Care Trust,43 Nicholson St,MITCHELTON,QLD,4053,152.9706812,-27.4082642,9,50,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Aug-17,,,,,,,,,,Yes,No,Yes,No,No,No,7:00,18:00,Yes
SE-40005982,PR-00000823,Guardian Childcare & Education Newstead,Guardian Community Early Learning Centres Pty Ltd,"Level 3, 639 Wickham Street",FORTITUDE VALLEY,QLD,4006,153.0406517,-27.4509597,10,108,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Sep-17,,,,,,,,,,Yes,No,Yes,No,No,No,7:00,18:00,Yes
SE-40005995,PR-00000881,St Michael's Kindergarten,Roman Catholic Trust Corporation for the Diocese of Townsville,"St Michael's Primary School, Lot 26  Banfield Hwy",PALM ISLAND,QLD,4816,146.577792,-18.737874,1,22,Working Towards NQS,Working Towards NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Oct-17,,,,,,,,,,No,Yes,No,No,No,No,,,No
SE-40006032,PR-00000424,Croydon Child Care Centre,Croydon Shire Council,53 Brown St,CROYDON,QLD,4871,142.2456105,-18.2033646,1,21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-19,,,,,,,,,,Yes,No,No,No,No,No,8:15,16:45,No
SE-40006119,PR-40006447,Bright Buttons Little Meadows,Bright Buttons Little Meadows Pty Ltd as Trustee for The Finlayson Burpengary Family Trust and Bright Buttons Little Meadows Pty Ltd as Trustee f,1 Mathew Cres,BURPENGARY,QLD,4505,152.941942,-27.160928,6,91,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Aug-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,MT/AT
SE-40006230,PR-40024787,Walkerston Day Care Centre,M & I Play Pty Ltd,22 Creek St,WALKERSTON,QLD,4751,149.0668929,-21.1620648,7,94,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-18,,,,,,,,,,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-40006262,PR-40000259,Western Cape College - Mapoon Kindergarten,State of Queensland (Acting through Department of Education),"Western Cape College, 1 Red Beach Road",MAPOON,QLD,4874,141.9039246,-12.0209116,5,12,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Nov-17,,,,,,,,,,No,Yes,No,No,No,No,,,No
SE-40006279,PR-40001113,Timber Tots Child Care,Timber Tots Childcare Group Pty Ltd,36 Bennetts Rd,CAMP HILL,QLD,4152,153.0643176,-27.4902822,10,124,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec-17,,,,,,,,,,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-40006291,PR-40001318,Petit Early Learning Journey Burdell 2,Petit Early Learning Journey Pty Ltd as Trustee for Petit Early Learning Journey Trust,31 Burdell Dr,BURDELL,QLD,4818,146.7052771,-19.2582433,7,104,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-21,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-17,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40006335,PR-00000101,Barcaldine Early Years Service,The Gowrie (Qld) Inc.,1 Gidyea Street,BARCALDINE,QLD,4725,145.2947854,-23.5607007,6,44,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Mar-17,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:30,No
SE-40006363,PR-40005833,Smart Tots Childcare,G A Holdings (Qld) Pty Ltd as Trustee for A G Holdings Unit Trust,51 Cambridge Drive,ALEXANDRA HILLS,QLD,4161,153.22172,-27.5252876,6,95,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40006386,PR-00000101,Blackall Early Years Service,The Gowrie (Qld) Inc.,39 Shamrock St,BLACKALL,QLD,4472,145.4695108,-24.4246475,4,21,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Jul-17,,,,,,,,,,Yes,No,No,No,No,No,8:00,17:00,No
SE-40006482,PR-00000832,Play and Learn Early Learning Centre Upper Coomera,Play and Learn (Qld) Pty Ltd as Trustee for Play and Learn Unit Trust,577 Reserve Rd,UPPER COOMERA,QLD,4209,153.2836093,-27.8930679,8,150,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-17,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,6:30,18:30,Yes
SE-40006547,PR-40003008,Green Leaves Early Learning Forest Springs,Green Leaves (QLD2) Early Learning Centres Pty Ltd,3 Starling Drive,KIRKWOOD,QLD,4680,151.2471812,-23.897129,6,124,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-17,,,,,,,,,,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-40006593,PR-00001153,Sunkids Childrens Centre Robina,Kinder Educentres Pty Ltd ATF the Farro Trust,259 Scottsdale Dr,ROBINA,QLD,4226,153.3909594,-28.090679,9,116,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-17,,,,,,,,,,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-40006653,PR-40000259,Aramac State School Kindergarten,State of Queensland (Acting through Department of Education),"Aramac State School, 69 Porter Street",ARAMAC,QLD,4726,145.2431096,-22.9746636,2,10,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct-18,,,,,,,,,,No,Yes,No,No,No,No,,,No
SE-40006654,PR-40000259,Dingo State School Kindergarten,State of Queensland (Acting through Department of Education),"Dingo State School, Cnr Kennedy and Normanby Streets",DINGO,QLD,4702,149.3303327,-23.6452902,4,13,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-19,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jan-18,No,Yes,No,No,No,No,,,No
SE-40006741,PR-40006989,The Brook Early Education and Care,The Brook Early Education and Care Pty Ltd,19 Suez Street,GORDON PARK,QLD,4031,153.0339332,-27.4137465,10,219,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Jan-18,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40006768,PR-40007682,Little Village Early Learning Buderim,Little Village Early Learning Buderim Pty Ltd,32 King St,BUDERIM,QLD,4556,153.0583491,-26.6833538,9,140,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-17,,,,,,,,,,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-40006813,PR-00001224,Kindy Zone,Childs World Management Pty Ltd,12-14 Reservoir Rd,MANOORA,QLD,4870,145.7393342,-16.9178463,5,74,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Nov-17,,,,,,,,,,Yes,No,No,No,No,No,6:00,18:00,MT/AT
SE-40006840,PR-40014774,My Little Feet Childcare Idalia,Early Learning Schools Australia Pty Ltd as Trustee for the ELSA Trust,7 Holyoak Ave,OONOONBA,QLD,4811,146.8116576,-19.2920342,7,68,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Apr-19,,,,,,,,,,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-40006918,PR-40007944,Goodna Kids Early Learning Centre,Goodna Investments Pty Ltd as Trustee for The Goodna Investments Trust,59 Smiths Rd,GOODNA,QLD,4300,152.8901136,-27.6078975,7,85,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-17,,,,,,,,,,Yes,No,No,Yes,Yes,Yes,6:30,18:30,Yes
SE-40006950,PR-40008015,Springwood Kids Early Learning Centre,ASMAA Pty Ltd,198 Springwood Road,SPRINGWOOD,QLD,4127,153.1353312,-27.6118031,6,103,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Apr-18,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40006962,PR-40007944,Eagleby Kids Early Learning Centre,Goodna Investments Pty Ltd as Trustee for The Goodna Investments Trust,7-13 Cowper Ave,EAGLEBY,QLD,4207,153.2091249,-27.7034612,3,95,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-21,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40006970,PR-40008043,Rochedale Kids Early Learning Centre,Rochedale Enterprises Pty Ltd,486 Priestdale Rd,ROCHEDALE,QLD,4123,153.123346,-27.586759,9,162,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Sep-19,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40006987,PR-00001129,Goodstart Early Learning Brisbane - Adelaide Street,Goodstart Early Learning Ltd,"Level 2, 119-133 Adelaide Street",BRISBANE CITY,QLD,4000,153.0252096,-27.4687209,9,207,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-20,Exceeding NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jun-18,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40007084,PR-00001141,My School Child Care - Slade Point,Stanthorpe Childcare Pty Ltd ATF B&M Westerhout Family Trust,2 Finch Street,SLADE POINT,QLD,4740,149.2142297,-21.0786368,5,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-18,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-40007134,PR-40007259,Coolum Beach Christian College Little Joeys,Coolum Beach Christian College Ltd,2 Arcoona Rd,YANDINA CREEK,QLD,4561,153.0460332,-26.5360445,7,30,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-18,,,,,,,,,,Yes,No,No,No,No,No,7:30,18:00,AT
SE-40007250,PR-40007485,Rachel's Place,Rachel's Place Pty Ltd,111 Vulture St,WEST END,QLD,4101,153.0126193,-27.481295,10,32,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-18,,,,,,,,,,Yes,No,No,No,No,No,7:30,17:30,No
SE-40007271,PR-40006035,Avenues Early Learning Centre Paddington,Cynas Childcare Pty Ltd as Trustee for Cynas Childcare Trust & P M Wu Childcare Pty Ltd as Trustee for P M Wu Childcare Trust & Wu and Kuo Childcare Pty Ltd as Trustee for Wu and Kuo,123 Kennedy Tce,PADDINGTON,QLD,4064,152.9949232,-27.453462,10,140,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-40007321,PR-00000533,YMCA Sunshine Coast Hospital Child Care Centre,The Young Men's Christian Association of Brisbane,"Level 7, Carpark 1, Sunshine Coast University Hosptial,, 6 Doherty Street",BIRTINYA,QLD,4575,153.1137558,-26.7468526,8,100,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-18,,,,,,,,,,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-40007403,PR-40008905,Highfields Gardens Childcare Centre,Highfields Gardens Childcare Pty Ltd as Trustee for Highfields Gardens Trust,51 Highfields Rd,HIGHFIELDS,QLD,4352,151.9457602,-27.4558005,9,202,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-18,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40007409,PR-00000771,Noosa Christian College Kindergarten,Seventh Day Adventist Schools (South Queensland) Limited,20 Cooroy Belli Creek Rd,COOROY,QLD,4563,152.9020193,-26.4264245,6,22,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-18,,,,,,,,,,No,Yes,No,No,No,No,,,No
SE-40007452,PR-00008138,Kummara Early Years,Kummara Association Incorporated,59 Lorikeet St,INALA,QLD,4077,152.9769231,-27.6060294,1,25,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,May-18,,,,,,,,,,Yes,No,No,No,No,No,8:30,16:30,No
SE-40007544,PR-00000823,Guardian Childcare & Education Clayfield,Guardian Community Early Learning Centres Pty Ltd,791 Sandgate Rd,CLAYFIELD,QLD,4011,153.0585906,-27.4167034,10,122,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-18,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-40007578,PR-40006226,Journey Early Learning Centre -Indooroopilly,Journey Group Holdings Pty Ltd ATF Indooroopilly ELC Unit Trust,402 Moggill Rd,INDOOROOPILLY,QLD,4068,152.9687512,-27.4991417,10,54,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-18,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
